11/07/2011,1asd,557,kVarhD,-0.0227,-0.0312,-0.0341,-0.0284,-0.0312,-0.0312,-0.0341,-0.0284,-0.0312,0,0,0,0,0,0,0,0,0,-0.0455,-0.0313,-0.0397,-0.0312,-0.0312,-0.0397
11/07/2011,1asd,557,kWhD,0.0568,0.0767,0.0767,0.0765,0.0823,0.0767,0.0795,0.0824,0.0737,0,0,0,0,0,0,0,0,0,0.0794,0.0737,0.071,0.0767,0.0767,0.0937
12/07/2011,1asd,557,kVarhD,-0.0851,-0.0342,-0.0313,-0.0313,-0.0312,-0.0284,-0.0341,-0.0284,-0.0342,-0.0057,0,0,0,0,0,0,0,-0.0199,-0.0284,-0.0312,-0.0341,-0.0312,-0.0284,-0.0426
12/07/2011,1asd,557,kWhD,0.0512,0.0737,0.0794,0.0767,0.0767,0.0795,0.0823,0.0766,0.0795,0.0199,0,0,0,0,0,0,0,0.0199,0.0738,0.0795,0.0737,0.0796,0.0767,0.0965
13/07/2011,1asd,557,kVarhD,-0.0568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/07/2011,1asd,557,kWhD,0.0142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/07/2011,1asd,557,kVarhD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0369,-0.0625,-0.0256,-0.037,0
26/07/2011,1asd,557,kWhD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341,0.0795,0.0567,0.0682,0
01/08/2011,1asd,557,kVarhD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0482
01/08/2011,1asd,557,kWhD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652
02/08/2011,1asd,557,kVarhD,-0.0454,-0.0312,-0.0284,-0.0256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.037,-0.0284,-0.0312,0
02/08/2011,1asd,557,kWhD,0.0567,0.0767,0.0767,0.0568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653,0.0795,0.0738,0
06/08/2011,1asd,557,kVarhD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0341,-0.0369,-0.0313,0.173,-0.0313,-0.0342,-0.0284,-0.0057,0,0
06/08/2011,1asd,557,kWhD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539,0.0624,0.0737,1.8814,0.0766,0.0767,0.0767,0.017,0,0
