21:30;10/07/11;0.0255;-0.0085
21:45;10/07/11;0.017;-0.0085
23:30;10/07/11;0.0142;-0.0199
23:45;10/07/11;0.017;-0.0085
23:59;10/07/11;0.0199;-0.0085
00:15;11/07/11;0.0199;-0.0085
00:30;11/07/11;0.017;-0.0057
00:45;11/07/11;0.0199;-0.0085
01:00;11/07/11;0.0199;-0.0085
01:15;11/07/11;0.0199;-0.0057
01:30;11/07/11;0.017;-0.0085
01:45;11/07/11;0.0199;-0.0085
02:00;11/07/11;0.0199;-0.0057
02:15;11/07/11;0.017;-0.0085
02:30;11/07/11;0.0199;-0.0085
02:45;11/07/11;0.0199;-0.0114
03:00;11/07/11;0.017;-0.0057
03:15;11/07/11;0.0255;-0.0085
03:30;11/07/11;0.017;-0.0085
03:45;11/07/11;0.017;-0.0057
04:00;11/07/11;0.0227;-0.0085
04:15;11/07/11;0.017;-0.0085
04:30;11/07/11;0.0199;-0.0085
04:45;11/07/11;0.0227;-0.0057
05:00;11/07/11;0.017;-0.0085
05:15;11/07/11;0.0199;-0.0085
05:30;11/07/11;0.0199;-0.0057
05:45;11/07/11;0.0199;-0.0085
06:00;11/07/11;0.0199;-0.0085
06:15;11/07/11;0.0199;-0.0057
06:30;11/07/11;0.0227;-0.0085
06:45;11/07/11;0.017;-0.0114
07:00;11/07/11;0.0199;-0.0057
07:15;11/07/11;0.0199;-0.0085
07:30;11/07/11;0.0199;-0.0085
07:45;11/07/11;0.0227;-0.0057
08:00;11/07/11;0.017;-0.0085
08:15;11/07/11;0.017;-0.0085
08:30;11/07/11;0.0227;-0.0057
08:45;11/07/11;0.017;-0.0085
18:00;11/07/11;0.0227;-0.0199
18:15;11/07/11;0.017;-0.0085
18:30;11/07/11;0.017;-0.0114
18:45;11/07/11;0.0227;-0.0057
19:00;11/07/11;0.017;-0.0057
19:15;11/07/11;0.017;-0.0114
19:30;11/07/11;0.0227;-0.0057
19:45;11/07/11;0.017;-0.0085
20:15;11/07/11;0.0341;-0.0255
20:30;11/07/11;0.0199;-0.0057
20:45;11/07/11;0.017;-0.0085
21:00;11/07/11;0.0199;-0.0085
21:15;11/07/11;0.0199;-0.0057
21:30;11/07/11;0.017;-0.0085
21:45;11/07/11;0.0199;-0.0085
22:00;11/07/11;0.0199;-0.0057
22:15;11/07/11;0.0199;-0.0085
22:30;11/07/11;0.017;-0.0085
22:45;11/07/11;0.0199;-0.0085
23:15;11/07/11;0.0369;-0.017
23:30;11/07/11;0.0199;-0.0085
23:45;11/07/11;0.0199;-0.0057
23:59;11/07/11;0.017;-0.0085
00:15;12/07/11;0.0114;-0.0709
00:30;12/07/11;0.0199;-0.0085
00:45;12/07/11;0.0199;-0.0057
01:00;12/07/11;0.017;-0.0114
01:15;12/07/11;0.0227;-0.0057
01:30;12/07/11;0.017;-0.0057
01:45;12/07/11;0.017;-0.0114
02:00;12/07/11;0.0227;-0.0057
02:15;12/07/11;0.017;-0.0085
02:30;12/07/11;0.017;-0.0114
02:45;12/07/11;0.0227;-0.0057
03:00;12/07/11;0.017;-0.0057
03:15;12/07/11;0.0199;-0.0114
03:30;12/07/11;0.0199;-0.0057
03:45;12/07/11;0.0199;-0.0085
04:00;12/07/11;0.0199;-0.0085
04:15;12/07/11;0.0199;-0.0057
04:30;12/07/11;0.0199;-0.0085
04:45;12/07/11;0.017;-0.0085
05:00;12/07/11;0.0227;-0.0057
05:15;12/07/11;0.0199;-0.0085
05:30;12/07/11;0.017;-0.0085
05:45;12/07/11;0.0199;-0.0057
06:00;12/07/11;0.0227;-0.0085
06:15;12/07/11;0.017;-0.0057
06:30;12/07/11;0.0227;-0.0085
06:45;12/07/11;0.0199;-0.0114
07:00;12/07/11;0.017;-0.0057
07:15;12/07/11;0.0227;-0.0085
07:30;12/07/11;0.017;-0.0085
07:45;12/07/11;0.0199;-0.0057
08:00;12/07/11;0.0227;-0.0114
08:15;12/07/11;0.017;-0.0057
08:30;12/07/11;0.0199;-0.0057
08:45;12/07/11;0.0199;-0.0114
09:00;12/07/11;0.0199;-0.0057
17:45;12/07/11;0.0199;-0.0199
18:00;12/07/11;0.0199;-0.0057
18:15;12/07/11;0.017;-0.0085
18:30;12/07/11;0.0199;-0.0085
18:45;12/07/11;0.017;-0.0057
19:00;12/07/11;0.0199;-0.0085
19:15;12/07/11;0.0199;-0.0085
19:30;12/07/11;0.017;-0.0057
19:45;12/07/11;0.0227;-0.0085
20:00;12/07/11;0.017;-0.0085
20:15;12/07/11;0.017;-0.0057
20:30;12/07/11;0.0227;-0.0114
20:45;12/07/11;0.017;-0.0085
21:00;12/07/11;0.0199;-0.0085
21:15;12/07/11;0.0199;-0.0057
21:30;12/07/11;0.0199;-0.0085
21:45;12/07/11;0.0199;-0.0085
22:00;12/07/11;0.0199;-0.0057
22:15;12/07/11;0.017;-0.0085
22:30;12/07/11;0.0199;-0.0085
22:45;12/07/11;0.0199;-0.0057
23:15;12/07/11;0.0397;-0.017
23:30;12/07/11;0.0199;-0.0085
23:45;12/07/11;0.0199;-0.0057
23:59;12/07/11;0.017;-0.0114
00:15;13/07/11;0.0142;-0.0568
19:30;26/07/11;0.0199;-0.0199
19:45;26/07/11;0.0142;-0.017
