1E:32;22/15/14;0;15066777600
6E:F9;22/30/14;0;-1.80970330054032E+25
4A:F2;22/45/14;0;0
36:51;23/15/14;0;0
D3:81;23/30/14;0;0
51:58;23/45/14;0;0
2A:1C;23/59/14;0;-1.85377547590636E+36
8D:CA;00/15/15;0;7.391
8F:3B;00/30/15;0;189679445999616
06:F3;00/45/15;0;5.1723
89:B5;01/00/15;0;0
45:B8;01/15/15;0;0
17:83;01/30/15;0;0
1C:74;01/45/15;0;-5.38731935740856E+35
C3:D3;02/00/15;0;0
E2:55;02/15/15;0;1.67838184384758E+16
24:E2;02/30/15;0;2.61642190404108E+24
B3:D9;02/45/15;0;0
5E:FE;03/00/15;0;0
4C:1B;03/15/15;0;0
49:7E;03/30/15;0;309.0243
52:7F;03/45/15;0;-2.42777504178499E+22
BB:66;04/00/15;0;0
8B:BE;04/15/15;0;-5.72930083122037E+38
88:D6;04/30/15;0;-0.1968
FA:BE;04/45/15;0;-3.69312203859611E+24
1C:2A;05/00/15;0;-204.5119
6E:B0;05/15/15;0;0
FF:64;05/30/15;0;-74717528
5F:91;05/45/15;0;-117849964544
37:30;06/00/15;0;7748548296704
BB:67;06/15/15;0;0
CD:69;06/30/15;0;-1.58271450864991E+37
9A:90;06/45/15;0;0
DD:B0;07/00/15;0;6.10150373550518E+38
23:FF;07/15/15;0;0
03:BE;07/30/15;0;-6.891
96:7D;07/45/15;0;-2.25839532712497E+27
A0:F4;08/00/15;0;-438732050137088
85:10;08/15/15;0;2.75050098306571E+34
30:81;08/30/15;0;0
E3:35;08/45/15;0;1.70070400298624E+20
7E:F3;09/00/15;0;0
1C:72;09/15/15;0;-254550564929536
0D:EB;09/30/15;0;7888.397
87:AD;09/45/15;0;0.2124
07:D1;10/00/15;0;4.9207073508897E+26
65:1A;10/15/15;0;-7.51301600846164E+34
9F:81;10/30/15;0;-3.46246775678195E+31
C1:37;10/45/15;0;-0.0003
B7:9E;11/00/15;0;-1.43524833718702E+22
81:91;11/15/15;0;0
E2:9E;11/30/15;0;-4.38947805134848E+15
A6:2D;11/45/15;0;8.7014096778937E+18
B7:9F;12/00/15;0;-3.49417449603815E+31
00:40;12/15/15;0;0
67:B4;12/30/15;0;288865648640
FD:59;12/45/15;0;0
81:DA;13/00/15;0;-8.37259067576842E+25
C9:EC;13/15/15;0;-5.66365201903733E+21
EB:0D;13/30/15;0;71.7568
B7:52;13/45/15;0;-6.76264792127414E+28
2C:21;14/00/15;0;6191233536
A8:37;14/15/15;0;-440932616896512
0F:16;14/30/15;0;0
40:7A;14/45/15;0;0
B8:32;15/00/15;0;0
37:79;15/15/15;0;2.43738806936889E+28
A8:81;15/30/15;0;-2.27405499047454E+31
3B:8B;15/45/15;0;0
28:A6;16/00/15;0;0
F7:8C;16/15/15;0;-4.74162429338679E+29
EB:0D;16/30/15;0;1276.1039
8E:10;16/45/15;0;-6.60659577056853E+38
AE:51;17/00/15;0;0
45:6B;17/15/15;0;0
ED:AA;17/30/15;0;3169897676800
6C:12;17/45/15;0;-727930921549824
DA:7E;18/00/15;0;0
F9:4B;18/15/15;0;0
9A:8F;18/30/15;0;-35786112
7E:A9;18/45/15;0;114081369423872
5D:3E;19/00/15;0;-230175888
0B:4C;19/15/15;0;4.60190050665141E+32
CE:48;19/30/15;0;-1.56579700712407E+16
5C:AA;19/45/15;0;0.1392
09:8D;20/00/15;0;6.42732046583016E+32
5D:88;20/15/15;0;0
AD:70;20/30/15;0;0
C8:2D;20/45/15;0;114950.9297
83:98;21/00/15;0;0
40:2F;21/15/15;0;1.67838485032468E+16
28:5D;21/30/15;0;5274660765696
79:B9;21/45/15;0;0.0008
FE:3A;22/00/15;0;0
54:88;22/15/15;0;0
72:2B;22/30/15;0;-2.84209998690609E+20
04:9F;22/45/15;0;-848311746560
B7:09;23/15/15;0;-7.88145517244548E+22
1F:9F;23/30/15;0;0
D3:82;23/45/15;0;0
FB:E8;23/59/15;0;0
DF:B8;00/15/16;0;0
44:8A;00/30/16;0;102504624
2B:90;00/45/16;0;0
BE:96;01/00/16;0;-13337398
56:91;01/15/16;0;0
8E:5A;01/30/16;0;0
D4:62;01/45/16;0;-3.49214288826773E+35
06:F0;02/00/16;0;3.42713006964081E+16
C4:FE;02/15/16;0;3.56281596108629E+20
1D:09;02/30/16;0;1.58282364085658E+22
6C:A5;02/45/16;0;0
95:0A;03/00/16;0;8.06469606415292E+34
4F:03;03/15/16;0;0
71:E1;03/30/16;0;9.46894287618415E+23
A5:9A;03/45/16;0;6.86397642526471E+34
E0:E3;04/00/16;0;0
78:48;04/15/16;0;3.18040174963238E+22
93:4B;04/30/16;0;-1.78089348425772E+34
71:04;04/45/16;0;-2.88087558000329E+24
F2:9D;05/00/16;0;0
80:B3;05/15/16;0;0.5801
DD:1B;05/30/16;0;5.49002989922489E+23
7B:C4;05/45/16;0;0
52:CC;06/00/16;0;-4.28997845712022E+33
10:40;06/15/16;0;4571543
DE:90;06/30/16;0;0
08:FB;06/45/16;0;0
2A:65;07/00/16;0;0
D1:78;07/15/16;0;0
5B:38;07/30/16;0;-2.33743824584144E+31
FA:73;07/45/16;0;2.50576960642535E+38
E7:DA;08/00/16;0;-4001583616
D4:17;08/15/16;0;0
6F:D8;08/30/16;0;6.80863502381875E+15
52:C9;08/45/16;0;0
0A:22;09/00/16;0;0.0319
C2:A7;09/15/16;0;-8.9054783974011E+35
88:8A;09/30/16;0;0
BC:43;09/45/16;0;2.68302956258918E+15
55:FC;10/00/16;0;-9.00930690437605E+35
C9:0E;10/15/16;0;1.77781472713824E+30
BA:3A;10/30/16;0;-250156343623680
1B:E0;10/45/16;0;0
B8:7B;11/00/16;0;0
CD:FB;11/15/16;0;0
98:3D;11/30/16;0;1.18724314769551E+27
0E:37;11/45/16;0;0
8E:EE;12/00/16;0;-6.51640030991956E+32
DE:8C;12/15/16;0;0
F7:44;12/30/16;0;4.07891062231411E+19
00:46;12/45/16;0;0
79:B8;13/00/16;0;55939.2578
13:26;13/15/16;0;0.0001
38:A1;13/30/16;0;0
1C:27;13/45/16;0;-4.79115436200572E+29
DB:A4;14/00/16;0;0
B5:01;14/15/16;0;-42883.1562
AC:00;14/30/16;0;-7.32258864397852E+33
6F:91;14/45/16;0;-3.08766057902899E+15
55:F9;15/00/16;0;0
1B:4A;15/15/16;0;0
04:EA;15/30/16;0;0
37:C2;15/45/16;0;0
F9:DE;16/00/16;0;0
63:EE;16/15/16;0;0
91:8E;16/30/16;0;3.3544966324052E+36
CB:16;16/45/16;0;0
19:3F;17/00/16;0;0
1D:52;17/15/16;0;0
A4:B9;17/30/16;0;-4.33056896358334E+33
C9:56;17/45/16;0;0
C8:77;18/00/16;0;0
88:8B;18/15/16;0;-1958851328
99:FA;18/30/16;0;2.04365264182051E+17
22:D8;18/45/16;0;-4.8430707746347E+30
B8:7C;19/00/16;0;5783964
10:3E;19/15/16;0;0
C6:BA;19/30/16;0;-6828747776
3F:50;19/45/16;0;-1.11469945676838E+18
0D:EB;20/00/16;0;0
8A:DD;20/15/16;0;6.21174855552981E+19
13:6F;20/30/16;0;1.40974817940183E+18
1B:DC;20/45/16;0;-7.49970999998961E+24
6E:1D;21/00/16;0;-0.0089
14:00;06/07/11;7.151;-2.6504
21:00;07/08/11;3.5698;-0.0057
21:15;07/08/11;-0.0426;-0.0142
21:30;07/08/11;-0.0369;-0.0085
21:45;07/08/11;-0.0341;-0.0057
22:15;07/08/11;-0.0766;-0.017
